index,age_end,age_start,age_weights,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,year_end,year_start,z_bias
715,80,60,,USA,p,66.0,,total,-99.0,,0.0073,2006,1999,0
716,29,20,,USA,p,476.0,,total,-99.0,,0.0,2004,2004,0
717,39,30,,USA,p,421.0,,total,-99.0,,0.006,2004,2004,0
718,49,40,,USA,p,389.0,,total,-99.0,,0.025,2004,2004,0
719,59,50,,USA,p,269.0,,total,-99.0,,0.058,2004,2004,0
720,80,60,,USA,p,231.0,,total,-99.0,,0.03,2004,2004,0
721,29,20,,USA,p,476.0,,total,-99.0,,0.0,2004,2004,0
722,39,30,,USA,p,421.0,,total,-99.0,,0.006,2004,2004,0
723,49,40,,USA,p,389.0,,total,-99.0,,0.025,2004,2004,0
724,59,50,,USA,p,269.0,,total,-99.0,,0.058,2004,2004,0
725,80,60,,USA,p,231.0,,total,-99.0,,0.03,2004,2004,0
726,11,6,,USA,p,2762.0,,total,-99.0,,0.002,1994,1988,0
727,19,12,,USA,p,2905.0,,total,-99.0,,0.004,1994,1988,0
728,29,20,,USA,p,3275.0,,total,-99.0,,0.016,1994,1988,0
729,39,30,,USA,p,3121.0,,total,-99.0,,0.039,1994,1988,0
730,49,40,,USA,p,2454.0,,total,-99.0,,0.03,1994,1988,0
731,59,50,,USA,p,1762.0,,total,-99.0,,0.014,1994,1988,0
732,69,60,,USA,p,2194.0,,total,-99.0,,0.009,1994,1988,0
733,79,70,,USA,p,2768.0,,total,-99.0,,0.01,1994,1988,0
734,70,20,,USA,p,10612.0,,total,-99.0,,0.024,1994,1988,0
735,59,20,,USA,p,5837.0,,total,-99.0,,0.025,2002,2001,0
736,0,0,,asia_southeast,m_all,,,female,-99.0,,0.0435828,1990,1990,0
737,4,1,,europe_western,m_all,,,female,-99.0,,0.0003522,1990,1990,0
738,9,5,,latin_america_andean,m_all,,,female,-99.0,,0.0008975,1990,1990,0
739,14,10,,north_america_high_income,m_all,,,female,-99.0,,0.0001937,1990,1990,0
740,19,15,,europe_eastern,m_all,,,female,-99.0,,0.0006191,1990,1990,0
741,24,20,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0016004,1990,1990,0
742,29,25,,oceania,m_all,,,female,-99.0,,0.0031952,1990,1990,0
743,34,30,,caribbean,m_all,,,female,-99.0,,0.0019982,1990,1990,0
744,39,35,,north_america_high_income,m_all,,,female,-99.0,,0.0011033,1990,1990,0
745,44,40,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0082901,1990,1990,0
746,49,45,,europe_central,m_all,,,female,-99.0,,0.0032834,1990,1990,0
747,54,50,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0129196,1990,1990,0
748,59,55,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0120573,1990,1990,0
749,64,60,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0248096,1990,1990,0
750,69,65,,europe_eastern,m_all,,,female,-99.0,,0.0222753,1990,1990,0
751,74,70,,asia_south,m_all,,,female,-99.0,,0.0547047,1990,1990,0
752,79,75,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0833922,1990,1990,0
753,84,80,,asia_southeast,m_all,,,female,-99.0,,0.0956702,1990,1990,0
754,89,85,,asia_southeast,m_all,,,female,-99.0,,0.1544451,1990,1990,0
755,94,90,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.2670887,1990,1990,0
756,99,95,,latin_america_andean,m_all,,,female,-99.0,,0.3396923,1990,1990,0
757,101,100,,asia_east,m_all,,,female,-99.0,,0.5290545,1990,1990,0
758,0,0,,oceania,m_all,,,female,-99.0,,0.049511,2005,2005,0
759,4,1,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0056136,2005,2005,0
760,9,5,,asia_southeast,m_all,,,female,-99.0,,0.0005348,2005,2005,0
761,14,10,,europe_western,m_all,,,female,-99.0,,9.91e-05,2005,2005,0
762,19,15,,europe_eastern,m_all,,,female,-99.0,,0.0006119,2005,2005,0
763,24,20,,north_africa_middle_east,m_all,,,female,-99.0,,0.0009126,2005,2005,0
764,29,25,,australasia,m_all,,,female,-99.0,,0.0003335,2005,2005,0
765,34,30,,latin_america_andean,m_all,,,female,-99.0,,0.0010437,2005,2005,0
766,39,35,,latin_america_southern,m_all,,,female,-99.0,,0.0009953,2005,2005,0
767,44,40,,asia_east,m_all,,,female,-99.0,,0.001769,2005,2005,0
768,49,45,,europe_eastern,m_all,,,female,-99.0,,0.0052386,2005,2005,0
769,54,50,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.013388,2005,2005,0
770,59,55,,caribbean,m_all,,,female,-99.0,,0.0088404,2005,2005,0
771,64,60,,latin_america_southern,m_all,,,female,-99.0,,0.0086932,2005,2005,0
772,69,65,,australasia,m_all,,,female,-99.0,,0.0088556,2005,2005,0
773,74,70,,australasia,m_all,,,female,-99.0,,0.0147879,2005,2005,0
774,79,75,,latin_america_central,m_all,,,female,-99.0,,0.0371959,2005,2005,0
775,84,80,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.109636,2005,2005,0
776,89,85,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.1752814,2005,2005,0
777,94,90,,latin_america_andean,m_all,,,female,-99.0,,0.1970101,2005,2005,0
778,99,95,,australasia,m_all,,,female,-99.0,,0.3039775,2005,2005,0
779,101,100,,europe_eastern,m_all,,,female,-99.0,,0.5265165,2005,2005,0
780,0,0,,latin_america_southern,m_all,,,male,-99.0,,0.0248419,1990,1990,0
781,4,1,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0005334,1990,1990,0
782,9,5,,latin_america_southern,m_all,,,male,-99.0,,0.0003923,1990,1990,0
783,14,10,,europe_western,m_all,,,male,-99.0,,0.0002461,1990,1990,0
784,19,15,,latin_america_andean,m_all,,,male,-99.0,,0.001326,1990,1990,0
785,24,20,,europe_eastern,m_all,,,male,-99.0,,0.0025843,1990,1990,0
786,29,25,,asia_pacific_high_income,m_all,,,male,-99.0,,0.001113,1990,1990,0
787,34,30,,asia_south,m_all,,,male,-99.0,,0.0031588,1990,1990,0
788,39,35,,latin_america_tropical,m_all,,,male,-99.0,,0.0041823,1990,1990,0
789,44,40,,caribbean,m_all,,,male,-99.0,,0.0046633,1990,1990,0
790,49,45,,europe_central,m_all,,,male,-99.0,,0.0083223,1990,1990,0
791,54,50,,north_america_high_income,m_all,,,male,-99.0,,0.0073525,1990,1990,0
792,59,55,,latin_america_andean,m_all,,,male,-99.0,,0.0119354,1990,1990,0
793,64,60,,latin_america_central,m_all,,,male,-99.0,,0.0179013,1990,1990,0
794,69,65,,asia_southeast,m_all,,,male,-99.0,,0.0357781,1990,1990,0
795,74,70,,latin_america_central,m_all,,,male,-99.0,,0.0392665,1990,1990,0
796,79,75,,australasia,m_all,,,male,-99.0,,0.0700222,1990,1990,0
797,84,80,,asia_pacific_high_income,m_all,,,male,-99.0,,0.1052821,1990,1990,0
798,89,85,,asia_south,m_all,,,male,-99.0,,0.1909366,1990,1990,0
799,94,90,,north_america_high_income,m_all,,,male,-99.0,,0.260978,1990,1990,0
800,99,95,,latin_america_southern,m_all,,,male,-99.0,,0.3971091,1990,1990,0
801,101,100,,europe_eastern,m_all,,,male,-99.0,,0.5420857,1990,1990,0
802,0,0,,asia_east,m_all,,,male,-99.0,,0.019266,2005,2005,0
803,4,1,,asia_central,m_all,,,male,-99.0,,0.0028725,2005,2005,0
804,9,5,,latin_america_central,m_all,,,male,-99.0,,0.000376,2005,2005,0
805,14,10,,latin_america_tropical,m_all,,,male,-99.0,,0.0004372,2005,2005,0
806,19,15,,sub-saharan_africa_southern,m_all,,,male,-99.0,,0.0019667,2005,2005,0
807,24,20,,north_america_high_income,m_all,,,male,-99.0,,0.0013588,2005,2005,0
808,29,25,,latin_america_andean,m_all,,,male,-99.0,,0.0017597,2005,2005,0
809,34,30,,asia_south,m_all,,,male,-99.0,,0.0031372,2005,2005,0
810,39,35,,europe_eastern,m_all,,,male,-99.0,,0.0094412,2005,2005,0
811,44,40,,asia_central,m_all,,,male,-99.0,,0.0077878,2005,2005,0
812,49,45,,europe_central,m_all,,,male,-99.0,,0.0069777,2005,2005,0
813,54,50,,asia_southeast,m_all,,,male,-99.0,,0.0105418,2005,2005,0
814,59,55,,latin_america_tropical,m_all,,,male,-99.0,,0.0126086,2005,2005,0
815,64,60,,north_africa_middle_east,m_all,,,male,-99.0,,0.0207654,2005,2005,0
816,69,65,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0172328,2005,2005,0
817,74,70,,asia_pacific_high_income,m_all,,,male,-99.0,,0.0278808,2005,2005,0
818,79,75,,europe_central,m_all,,,male,-99.0,,0.0767972,2005,2005,0
819,84,80,,europe_central,m_all,,,male,-99.0,,0.1209042,2005,2005,0
820,89,85,,north_africa_middle_east,m_all,,,male,-99.0,,0.1708587,2005,2005,0
821,94,90,,north_africa_middle_east,m_all,,,male,-99.0,,0.2639649,2005,2005,0
822,99,95,,caribbean,m_all,,,male,-99.0,,0.3698093,2005,2005,0
823,101,100,,sub-saharan_africa_east,m_all,,,male,-99.0,,0.5294952,2005,2005,0
824,0,0,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.1473145,1990,1990,0
825,0,0,,latin_america_central,m_all,,,female,-99.0,,0.0280416,1990,1990,0
826,0,0,,latin_america_tropical,m_all,,,female,-99.0,,0.0405644,1990,1990,0
827,0,0,,latin_america_andean,m_all,,,female,-99.0,,0.0542657,1990,1990,0
828,0,0,,europe_eastern,m_all,,,female,-99.0,,0.0176801,1990,1990,0
829,0,0,,europe_central,m_all,,,female,-99.0,,0.0158321,1990,1990,0
830,0,0,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.1326351,1990,1990,0
831,0,0,,caribbean,m_all,,,female,-99.0,,0.0526802,1990,1990,0
832,0,0,,australasia,m_all,,,female,-99.0,,0.0073137,1990,1990,0
833,0,0,,oceania,m_all,,,female,-99.0,,0.0599083,1990,1990,0
834,0,0,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0484557,1990,1990,0
835,0,0,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0052322,1990,1990,0
836,0,0,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.1189867,1990,1990,0
837,0,0,,asia_central,m_all,,,female,-99.0,,0.0495904,1990,1990,0
838,0,0,,asia_east,m_all,,,female,-99.0,,0.0309043,1990,1990,0
839,0,0,,north_africa_middle_east,m_all,,,female,-99.0,,0.056494,1990,1990,0
840,0,0,,latin_america_southern,m_all,,,female,-99.0,,0.0198546,1990,1990,0
841,0,0,,asia_south,m_all,,,female,-99.0,,0.1029169,1990,1990,0
842,0,0,,north_america_high_income,m_all,,,female,-99.0,,0.0084186,1990,1990,0
843,0,0,,europe_western,m_all,,,female,-99.0,,0.0070306,1990,1990,0
844,4,1,,north_america_high_income,m_all,,,female,-99.0,,0.0004181,1990,1990,0
845,4,1,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0038872,1990,1990,0
846,4,1,,latin_america_andean,m_all,,,female,-99.0,,0.0050096,1990,1990,0
847,4,1,,latin_america_southern,m_all,,,female,-99.0,,0.0008696,1990,1990,0
848,4,1,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.013881,1990,1990,0
849,4,1,,caribbean,m_all,,,female,-99.0,,0.0034402,1990,1990,0
850,4,1,,australasia,m_all,,,female,-99.0,,0.0003702,1990,1990,0
851,4,1,,asia_south,m_all,,,female,-99.0,,0.0068074,1990,1990,0
852,4,1,,europe_eastern,m_all,,,female,-99.0,,0.0011463,1990,1990,0
853,4,1,,asia_east,m_all,,,female,-99.0,,0.0019462,1990,1990,0
854,4,1,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0162568,1990,1990,0
855,4,1,,oceania,m_all,,,female,-99.0,,0.0038149,1990,1990,0
856,4,1,,europe_central,m_all,,,female,-99.0,,0.000717,1990,1990,0
857,4,1,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0004258,1990,1990,0
858,4,1,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0183739,1990,1990,0
859,4,1,,asia_central,m_all,,,female,-99.0,,0.004176,1990,1990,0
860,4,1,,latin_america_tropical,m_all,,,female,-99.0,,0.0019374,1990,1990,0
861,4,1,,north_africa_middle_east,m_all,,,female,-99.0,,0.0045152,1990,1990,0
862,4,1,,latin_america_central,m_all,,,female,-99.0,,0.0027648,1990,1990,0
863,4,1,,asia_southeast,m_all,,,female,-99.0,,0.0040537,1990,1990,0
864,9,5,,north_america_high_income,m_all,,,female,-99.0,,0.0001944,1990,1990,0
865,9,5,,europe_western,m_all,,,female,-99.0,,0.0001717,1990,1990,0
866,9,5,,asia_east,m_all,,,female,-99.0,,0.0005132,1990,1990,0
867,9,5,,caribbean,m_all,,,female,-99.0,,0.0007577,1990,1990,0
868,9,5,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0008519,1990,1990,0
869,9,5,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0021147,1990,1990,0
870,9,5,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0023405,1990,1990,0
871,9,5,,north_africa_middle_east,m_all,,,female,-99.0,,0.0008196,1990,1990,0
872,9,5,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0002219,1990,1990,0
873,9,5,,oceania,m_all,,,female,-99.0,,0.0008565,1990,1990,0
874,9,5,,australasia,m_all,,,female,-99.0,,0.0001664,1990,1990,0
875,9,5,,asia_south,m_all,,,female,-99.0,,0.0025019,1990,1990,0
876,9,5,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0025367,1990,1990,0
877,9,5,,latin_america_central,m_all,,,female,-99.0,,0.0005353,1990,1990,0
878,9,5,,latin_america_southern,m_all,,,female,-99.0,,0.0002771,1990,1990,0
879,9,5,,europe_central,m_all,,,female,-99.0,,0.000279,1990,1990,0
880,9,5,,asia_southeast,m_all,,,female,-99.0,,0.0008626,1990,1990,0
881,9,5,,latin_america_tropical,m_all,,,female,-99.0,,0.0003237,1990,1990,0
882,9,5,,europe_eastern,m_all,,,female,-99.0,,0.000455,1990,1990,0
883,9,5,,asia_central,m_all,,,female,-99.0,,0.0008098,1990,1990,0
884,14,10,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0001794,1990,1990,0
885,14,10,,north_africa_middle_east,m_all,,,female,-99.0,,0.0006218,1990,1990,0
886,14,10,,oceania,m_all,,,female,-99.0,,0.0009889,1990,1990,0
887,14,10,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0006254,1990,1990,0
888,14,10,,asia_south,m_all,,,female,-99.0,,0.001406,1990,1990,0
889,14,10,,latin_america_central,m_all,,,female,-99.0,,0.0004056,1990,1990,0
890,14,10,,latin_america_southern,m_all,,,female,-99.0,,0.0002602,1990,1990,0
891,14,10,,europe_central,m_all,,,female,-99.0,,0.0002329,1990,1990,0
892,14,10,,australasia,m_all,,,female,-99.0,,0.0001562,1990,1990,0
893,14,10,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0013201,1990,1990,0
894,14,10,,latin_america_tropical,m_all,,,female,-99.0,,0.0003128,1990,1990,0
895,14,10,,caribbean,m_all,,,female,-99.0,,0.0006104,1990,1990,0
896,14,10,,asia_central,m_all,,,female,-99.0,,0.0005683,1990,1990,0
897,14,10,,europe_western,m_all,,,female,-99.0,,0.0001614,1990,1990,0
898,14,10,,asia_southeast,m_all,,,female,-99.0,,0.0006205,1990,1990,0
899,14,10,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0015053,1990,1990,0
900,14,10,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0015234,1990,1990,0
901,14,10,,latin_america_andean,m_all,,,female,-99.0,,0.0006222,1990,1990,0
902,14,10,,europe_eastern,m_all,,,female,-99.0,,0.0003295,1990,1990,0
903,14,10,,asia_east,m_all,,,female,-99.0,,0.0004614,1990,1990,0
904,19,15,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0023813,1990,1990,0
905,19,15,,asia_central,m_all,,,female,-99.0,,0.0008905,1990,1990,0
906,19,15,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0017619,1990,1990,0
907,19,15,,latin_america_tropical,m_all,,,female,-99.0,,0.000554,1990,1990,0
908,19,15,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0024125,1990,1990,0
909,19,15,,asia_south,m_all,,,female,-99.0,,0.0022711,1990,1990,0
910,19,15,,australasia,m_all,,,female,-99.0,,0.0004014,1990,1990,0
911,19,15,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0003145,1990,1990,0
912,19,15,,asia_east,m_all,,,female,-99.0,,0.0007645,1990,1990,0
913,19,15,,asia_southeast,m_all,,,female,-99.0,,0.0009791,1990,1990,0
914,19,15,,north_america_high_income,m_all,,,female,-99.0,,0.0004551,1990,1990,0
915,19,15,,latin_america_southern,m_all,,,female,-99.0,,0.0004791,1990,1990,0
916,19,15,,europe_central,m_all,,,female,-99.0,,0.0003911,1990,1990,0
917,19,15,,caribbean,m_all,,,female,-99.0,,0.0009469,1990,1990,0
918,19,15,,europe_western,m_all,,,female,-99.0,,0.0003082,1990,1990,0
919,19,15,,oceania,m_all,,,female,-99.0,,0.001721,1990,1990,0
920,19,15,,latin_america_central,m_all,,,female,-99.0,,0.0006289,1990,1990,0
921,19,15,,latin_america_andean,m_all,,,female,-99.0,,0.000927,1990,1990,0
922,19,15,,north_africa_middle_east,m_all,,,female,-99.0,,0.0009192,1990,1990,0
923,19,15,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0010488,1990,1990,0
924,24,20,,asia_south,m_all,,,female,-99.0,,0.0029768,1990,1990,0
925,24,20,,oceania,m_all,,,female,-99.0,,0.0024814,1990,1990,0
926,24,20,,europe_western,m_all,,,female,-99.0,,0.0003843,1990,1990,0
927,24,20,,europe_eastern,m_all,,,female,-99.0,,0.0006995,1990,1990,0
928,24,20,,latin_america_tropical,m_all,,,female,-99.0,,0.0007274,1990,1990,0
929,24,20,,asia_central,m_all,,,female,-99.0,,0.0012118,1990,1990,0
930,24,20,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0004275,1990,1990,0
931,24,20,,north_america_high_income,m_all,,,female,-99.0,,0.0005116,1990,1990,0
932,24,20,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0040257,1990,1990,0
933,24,20,,europe_central,m_all,,,female,-99.0,,0.00047,1990,1990,0
934,24,20,,latin_america_andean,m_all,,,female,-99.0,,0.0012497,1990,1990,0
935,24,20,,caribbean,m_all,,,female,-99.0,,0.0012976,1990,1990,0
936,24,20,,asia_east,m_all,,,female,-99.0,,0.0010045,1990,1990,0
937,24,20,,north_africa_middle_east,m_all,,,female,-99.0,,0.0012382,1990,1990,0
938,24,20,,australasia,m_all,,,female,-99.0,,0.0004759,1990,1990,0
939,24,20,,asia_southeast,m_all,,,female,-99.0,,0.0013456,1990,1990,0
940,24,20,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.003857,1990,1990,0
941,24,20,,latin_america_central,m_all,,,female,-99.0,,0.0008169,1990,1990,0
942,24,20,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0026805,1990,1990,0
943,24,20,,latin_america_southern,m_all,,,female,-99.0,,0.0005723,1990,1990,0
944,29,25,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0049403,1990,1990,0
945,29,25,,latin_america_tropical,m_all,,,female,-99.0,,0.0008914,1990,1990,0
946,29,25,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.005297,1990,1990,0
947,29,25,,asia_east,m_all,,,female,-99.0,,0.0012205,1990,1990,0
948,29,25,,europe_central,m_all,,,female,-99.0,,0.000569,1990,1990,0
949,29,25,,latin_america_andean,m_all,,,female,-99.0,,0.0014716,1990,1990,0
950,29,25,,europe_western,m_all,,,female,-99.0,,0.0004432,1990,1990,0
951,29,25,,asia_central,m_all,,,female,-99.0,,0.0014403,1990,1990,0
952,29,25,,latin_america_southern,m_all,,,female,-99.0,,0.0007012,1990,1990,0
953,29,25,,australasia,m_all,,,female,-99.0,,0.0004844,1990,1990,0
954,29,25,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0033188,1990,1990,0
955,29,25,,latin_america_central,m_all,,,female,-99.0,,0.0010103,1990,1990,0
956,29,25,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.002053,1990,1990,0
957,29,25,,north_america_high_income,m_all,,,female,-99.0,,0.0006169,1990,1990,0
958,29,25,,europe_eastern,m_all,,,female,-99.0,,0.0007863,1990,1990,0
959,29,25,,north_africa_middle_east,m_all,,,female,-99.0,,0.0014984,1990,1990,0
960,29,25,,caribbean,m_all,,,female,-99.0,,0.0015659,1990,1990,0
961,29,25,,asia_south,m_all,,,female,-99.0,,0.0030041,1990,1990,0
962,29,25,,asia_southeast,m_all,,,female,-99.0,,0.0016015,1990,1990,0
963,29,25,,asia_pacific_high_income,m_all,,,female,-99.0,,0.000491,1990,1990,0
964,34,30,,latin_america_tropical,m_all,,,female,-99.0,,0.0012303,1990,1990,0
965,34,30,,asia_central,m_all,,,female,-99.0,,0.0017679,1990,1990,0
966,34,30,,europe_eastern,m_all,,,female,-99.0,,0.0010509,1990,1990,0
967,34,30,,latin_america_southern,m_all,,,female,-99.0,,0.0009711,1990,1990,0
968,34,30,,europe_central,m_all,,,female,-99.0,,0.0008508,1990,1990,0
969,34,30,,asia_southeast,m_all,,,female,-99.0,,0.0019592,1990,1990,0
970,34,30,,latin_america_andean,m_all,,,female,-99.0,,0.0017721,1990,1990,0
971,34,30,,australasia,m_all,,,female,-99.0,,0.000573,1990,1990,0
972,34,30,,europe_western,m_all,,,female,-99.0,,0.0005973,1990,1990,0
973,34,30,,north_africa_middle_east,m_all,,,female,-99.0,,0.0018354,1990,1990,0
974,34,30,,oceania,m_all,,,female,-99.0,,0.0041074,1990,1990,0
975,34,30,,asia_pacific_high_income,m_all,,,female,-99.0,,0.000646,1990,1990,0
976,34,30,,asia_south,m_all,,,female,-99.0,,0.0031528,1990,1990,0
977,34,30,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0061496,1990,1990,0
978,34,30,,asia_east,m_all,,,female,-99.0,,0.0015636,1990,1990,0
979,34,30,,north_america_high_income,m_all,,,female,-99.0,,0.0008151,1990,1990,0
980,34,30,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0057272,1990,1990,0
981,34,30,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0025356,1990,1990,0
982,34,30,,latin_america_central,m_all,,,female,-99.0,,0.0012537,1990,1990,0
983,34,30,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.003832,1990,1990,0
984,39,35,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0048468,1990,1990,0
985,39,35,,australasia,m_all,,,female,-99.0,,0.0007892,1990,1990,0
986,39,35,,europe_eastern,m_all,,,female,-99.0,,0.0015413,1990,1990,0
987,39,35,,asia_southeast,m_all,,,female,-99.0,,0.0026978,1990,1990,0
988,39,35,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0073547,1990,1990,0
989,39,35,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0079245,1990,1990,0
990,39,35,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0034112,1990,1990,0
991,39,35,,asia_pacific_high_income,m_all,,,female,-99.0,,0.000847,1990,1990,0
992,39,35,,europe_western,m_all,,,female,-99.0,,0.0008856,1990,1990,0
993,39,35,,latin_america_andean,m_all,,,female,-99.0,,0.0023979,1990,1990,0
994,39,35,,oceania,m_all,,,female,-99.0,,0.0066117,1990,1990,0
995,39,35,,latin_america_central,m_all,,,female,-99.0,,0.0017621,1990,1990,0
996,39,35,,europe_central,m_all,,,female,-99.0,,0.0013267,1990,1990,0
997,39,35,,north_africa_middle_east,m_all,,,female,-99.0,,0.0025671,1990,1990,0
998,39,35,,asia_central,m_all,,,female,-99.0,,0.0024451,1990,1990,0
999,39,35,,latin_america_tropical,m_all,,,female,-99.0,,0.001738,1990,1990,0
1000,39,35,,asia_south,m_all,,,female,-99.0,,0.0037197,1990,1990,0
1001,39,35,,caribbean,m_all,,,female,-99.0,,0.0026932,1990,1990,0
1002,39,35,,latin_america_southern,m_all,,,female,-99.0,,0.0014761,1990,1990,0
1003,39,35,,asia_east,m_all,,,female,-99.0,,0.0023211,1990,1990,0
1004,44,40,,oceania,m_all,,,female,-99.0,,0.0079093,1990,1990,0
1005,44,40,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0054756,1990,1990,0
1006,44,40,,caribbean,m_all,,,female,-99.0,,0.0034708,1990,1990,0
1007,44,40,,europe_eastern,m_all,,,female,-99.0,,0.0023834,1990,1990,0
1008,44,40,,asia_pacific_high_income,m_all,,,female,-99.0,,0.001237,1990,1990,0
1009,44,40,,latin_america_andean,m_all,,,female,-99.0,,0.0030631,1990,1990,0
1010,44,40,,asia_central,m_all,,,female,-99.0,,0.0031691,1990,1990,0
1011,44,40,,latin_america_southern,m_all,,,female,-99.0,,0.0021536,1990,1990,0
1012,44,40,,north_america_high_income,m_all,,,female,-99.0,,0.0016062,1990,1990,0
1013,44,40,,latin_america_central,m_all,,,female,-99.0,,0.002445,1990,1990,0
1014,44,40,,north_africa_middle_east,m_all,,,female,-99.0,,0.0033746,1990,1990,0
1015,44,40,,australasia,m_all,,,female,-99.0,,0.0012289,1990,1990,0
1016,44,40,,europe_central,m_all,,,female,-99.0,,0.002115,1990,1990,0
1017,44,40,,europe_western,m_all,,,female,-99.0,,0.0013519,1990,1990,0
1018,44,40,,asia_south,m_all,,,female,-99.0,,0.0045907,1990,1990,0
1019,44,40,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.0042138,1990,1990,0
1020,44,40,,asia_east,m_all,,,female,-99.0,,0.003126,1990,1990,0
1021,44,40,,latin_america_tropical,m_all,,,female,-99.0,,0.0025779,1990,1990,0
1022,44,40,,asia_southeast,m_all,,,female,-99.0,,0.0034478,1990,1990,0
1023,44,40,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0077066,1990,1990,0
1024,49,45,,asia_east,m_all,,,female,-99.0,,0.004511,1990,1990,0
1025,49,45,,asia_southeast,m_all,,,female,-99.0,,0.0048263,1990,1990,0
1026,49,45,,latin_america_southern,m_all,,,female,-99.0,,0.0032088,1990,1990,0
1027,49,45,,latin_america_tropical,m_all,,,female,-99.0,,0.0038666,1990,1990,0
1028,49,45,,north_africa_middle_east,m_all,,,female,-99.0,,0.0046617,1990,1990,0
1029,49,45,,oceania,m_all,,,female,-99.0,,0.0105099,1990,1990,0
1030,49,45,,asia_pacific_high_income,m_all,,,female,-99.0,,0.0019395,1990,1990,0
1031,49,45,,europe_western,m_all,,,female,-99.0,,0.0021649,1990,1990,0
1032,49,45,,sub-saharan_africa_central,m_all,,,female,-99.0,,0.0088812,1990,1990,0
1033,49,45,,latin_america_andean,m_all,,,female,-99.0,,0.0040249,1990,1990,0
1034,49,45,,australasia,m_all,,,female,-99.0,,0.0020364,1990,1990,0
1035,49,45,,sub-saharan_africa_east,m_all,,,female,-99.0,,0.0096462,1990,1990,0
1036,49,45,,sub-saharan_africa_southern,m_all,,,female,-99.0,,0.00579,1990,1990,0
1037,49,45,,asia_central,m_all,,,female,-99.0,,0.0044311,1990,1990,0
1038,49,45,,north_america_high_income,m_all,,,female,-99.0,,0.0025929,1990,1990,0
1039,49,45,,sub-saharan_africa_west,m_all,,,female,-99.0,,0.0068248,1990,1990,0
1040,49,45,,latin_america_central,m_all,,,female,-99.0,,0.0035558,1990,1990,0
1041,49,45,,europe_eastern,m_all,,,female,-99.0,,0.0036303,1990,1990,0
1042,49,45,,asia_south,m_all,,,female,-99.0,,0.0061393,1990,1990,0
